sw4379B-ms98-a-0002,0.500375,0.852000,uh-huh,B,ny,u-2-1
sw4379B-ms98-a-0043,228.202625,228.292625,i,B,sd^e,u-74-1
sw4379B-ms98-a-0043,228.292625,228.502625,have,I,sd^e,u-74-1
sw4379B-ms98-a-0043,228.502625,228.607000,a,I,sd^e,u-74-1
sw4379B-ms98-a-0043,228.659750,228.822625,set,I,sd^e,u-74-1
sw4379B-ms98-a-0043,228.822625,229.162625,amount,I,sd^e,u-74-1
sw4379B-ms98-a-0043,229.162625,229.342625,it's,B,sv,u-74-2
sw4379B-ms98-a-0043,229.342625,229.602625,very,I,sv,u-74-2
sw4379B-ms98-a-0043,229.602625,230.112625,generous,I,sv,u-74-2
sw4379B-ms98-a-0043,230.112625,230.242625,and,B,sd,u-74-3
sw4379B-ms98-a-0043,230.242625,230.292625,i,I,sd,u-74-3
sw4379B-ms98-a-0043,230.292625,230.669000,usually,I,sd,u-74-3
sw4379B-ms98-a-0043,230.669000,230.872625,have,I,sd,u-74-3
sw4379B-ms98-a-0043,230.872625,231.338000,extra,I,sd,u-74-3
sw4379B-ms98-a-0043,232.001000,232.192625,and,B,sd,u-76-1
sw4379B-ms98-a-0043,232.192625,232.362625,so,I,sd,u-76-1
sw4379B-ms98-a-0043,232.362625,232.592625,then,I,sd,u-76-1
sw4379B-ms98-a-0043,232.592625,232.792625,that,I,sd,u-76-1
sw4379B-ms98-a-0043,232.792625,232.982625,can,I,sd,u-76-1
sw4379B-ms98-a-0043,232.982625,233.282625,go,I,sd,u-76-1
sw4379B-ms98-a-0043,233.282625,233.676875,um,I,sd,u-76-1
sw4379B-ms98-a-0043,234.260750,234.352625,you,I,sd,u-76-1
sw4379B-ms98-a-0043,234.352625,234.488375,know,I,sd,u-76-1
sw4379B-ms98-a-0043,234.488375,234.722625,either,I,sd,u-76-1
sw4379B-ms98-a-0043,234.722625,235.052625,back,I,sd,u-76-1
sw4379B-ms98-a-0043,235.052625,235.462625,into,I,sd,u-76-1
sw4379B-ms98-a-0043,235.462625,235.622625,our,I,sd,u-76-1
sw4379B-ms98-a-0043,235.622625,235.962625,checking,I,sd,u-76-1
sw4379B-ms98-a-0043,235.962625,236.402625,account,I,sd,u-76-1
sw4379B-ms98-a-0043,236.402625,236.562625,or,B,sd,u-76-2
sw4379B-ms98-a-0043,236.562625,236.672625,i,I,sd,u-76-2
sw4379B-ms98-a-0043,236.672625,236.862625,can,I,sd,u-76-2
sw4379B-ms98-a-0043,236.862625,237.082625,just,I,sd,u-76-2
sw4379B-ms98-a-0043,237.082625,237.392625,carry,I,sd,u-76-2
sw4379B-ms98-a-0043,237.392625,237.482625,it,I,sd,u-76-2
sw4379B-ms98-a-0043,237.482625,237.857875,over,I,sd,u-76-2
sw4379B-ms98-a-0044,238.668000,239.161750,um,B,sd,u-78-1
sw4379B-ms98-a-0044,239.641750,239.741750,you,I,sd,u-78-1
sw4379B-ms98-a-0044,239.741750,239.821750,know,I,sd,u-78-1
sw4379B-ms98-a-0044,239.821750,239.911750,there,I,sd,u-78-1
sw4379B-ms98-a-0044,239.911750,240.001750,are,I,sd,u-78-1
sw4379B-ms98-a-0044,240.001750,240.261750,certain,I,sd,u-78-1
sw4379B-ms98-a-0044,240.261750,240.481750,months,I,sd,u-78-1
sw4379B-ms98-a-0044,240.481750,240.551750,of,I,sd,u-78-1
sw4379B-ms98-a-0044,240.551750,240.621750,the,I,sd,u-78-1
sw4379B-ms98-a-0044,240.621750,240.791750,year,I,sd,u-78-1
sw4379B-ms98-a-0044,240.791750,240.891750,that,I,sd,u-78-1
sw4379B-ms98-a-0044,240.891750,241.021750,you'll,I,sd,u-78-1
sw4379B-ms98-a-0044,241.021750,241.281750,spend,I,sd,u-78-1
sw4379B-ms98-a-0044,241.281750,241.441750,more,I,sd,u-78-1
sw4379B-ms98-a-0044,241.441750,241.551000,on,I,sd,u-78-1
sw4379B-ms98-a-0044,241.630125,241.811750,food,I,sd,u-78-1
sw4379B-ms98-a-0044,241.811750,241.921750,than,I,sd,u-78-1
sw4379B-ms98-a-0044,241.921750,242.101750,other,I,sd,u-78-1
sw4379B-ms98-a-0044,242.101750,242.531750,months,I,sd,u-78-1
sw4379B-ms98-a-0044,242.531750,242.721750,and,I,sd,u-78-1
sw4379B-ms98-a-0044,243.161750,243.401750,certain,B,+,u-80-1
sw4379B-ms98-a-0044,243.401750,243.791750,times,I,+,u-80-1
sw4379B-ms98-a-0044,243.791750,243.941750,when,I,+,u-80-1
sw4379B-ms98-a-0044,243.941750,244.071750,that,I,+,u-80-1
sw4379B-ms98-a-0044,244.071750,244.191750,will,I,+,u-80-1
sw4379B-ms98-a-0044,244.191750,244.301750,be,I,+,u-80-1
sw4379B-ms98-a-0044,244.301750,244.601750,left,I,+,u-80-1
sw4379B-ms98-a-0044,244.601750,244.851750,over,I,+,u-80-1
sw4379B-ms98-a-0044,244.851750,245.021750,but,B,sd,u-80-2
sw4379B-ms98-a-0044,245.021750,245.231750,that's,I,sd,u-80-2
sw4379B-ms98-a-0044,245.231750,245.671750,completely,I,sd,u-80-2
sw4379B-ms98-a-0044,245.671750,245.791750,up,I,sd,u-80-2
sw4379B-ms98-a-0044,245.791750,245.911750,to,I,sd,u-80-2
sw4379B-ms98-a-0044,245.911750,246.061750,me,I,sd,u-80-2
sw4379B-ms98-a-0044,246.061750,246.241750,how,I,sd,u-80-2
sw4379B-ms98-a-0044,246.241750,246.341750,i,I,sd,u-80-2
sw4379B-ms98-a-0044,246.341750,246.511750,do,I,sd,u-80-2
sw4379B-ms98-a-0044,246.511750,246.787875,that,I,sd,u-80-2
sw4379B-ms98-a-0044,247.085500,247.261750,and,B,sd,u-80-3
sw4379B-ms98-a-0044,247.261750,247.446000,then,B,+,u-82-1
sw4379B-ms98-a-0044,247.495000,247.750875,um,I,+,u-82-1
sw4379B-ms98-a-0044,247.750875,247.891750,because,I,+,u-82-1
sw4379B-ms98-a-0044,247.891750,247.981750,i,I,+,u-82-1
sw4379B-ms98-a-0044,247.981750,248.181750,don't,I,+,u-82-1
sw4379B-ms98-a-0044,248.181750,248.421750,work,I,+,u-82-1
sw4379B-ms98-a-0044,248.421750,248.501750,i,I,+,u-82-1
sw4379B-ms98-a-0044,248.501750,248.701750,stay,I,+,u-82-1
sw4379B-ms98-a-0044,248.701750,248.961750,home,I,+,u-82-1
sw4379B-ms98-a-0045,249.827125,250.191625,and,B,sd,u-84-1
sw4379B-ms98-a-0045,250.191625,250.536000,so,I,sd,u-84-1
sw4379B-ms98-a-0045,250.536000,250.701625,it's,I,sd,u-84-1
sw4379B-ms98-a-0045,250.701625,250.911625,kind,I,sd,u-84-1
sw4379B-ms98-a-0045,250.911625,251.011625,of,I,sd,u-84-1
sw4379B-ms98-a-0045,251.011625,251.211625,my,I,sd,u-84-1
sw4379B-ms98-a-0045,251.211625,251.601625,money,I,sd,u-84-1
sw4379B-ms98-a-0045,251.601625,251.751625,and,B,sd,u-84-2
sw4379B-ms98-a-0045,251.751625,251.851625,i,I,sd,u-84-2
sw4379B-ms98-a-0045,251.851625,252.151625,also,I,sd,u-84-2
sw4379B-ms98-a-0045,252.151625,252.427875,get,I,sd,u-84-2
sw4379B-ms98-a-0045,252.661375,252.911625,my,I,sd,u-84-2
sw4379B-ms98-a-0045,252.911625,253.081625,own,I,sd,u-84-2
sw4379B-ms98-a-0045,253.081625,253.371625,money,I,sd,u-84-2
sw4379B-ms98-a-0045,253.371625,253.541625,to,I,sd,u-84-2
sw4379B-ms98-a-0045,253.541625,253.671625,do,I,sd,u-84-2
sw4379B-ms98-a-0045,253.671625,253.811625,what,I,sd,u-84-2
sw4379B-ms98-a-0045,253.811625,253.971625,i,I,sd,u-84-2
sw4379B-ms98-a-0045,253.971625,254.241625,want,I,sd,u-84-2
sw4379B-ms98-a-0045,254.241625,254.441625,to,I,sd,u-84-2
sw4379B-ms98-a-0045,254.441625,254.581625,go,I,sd,u-84-2
sw4379B-ms98-a-0045,254.581625,254.671625,to,I,sd,u-84-2
sw4379B-ms98-a-0045,254.671625,255.231625,lunches,I,sd,u-84-2
sw4379B-ms98-a-0045,255.231625,255.341625,you,I,sd,u-84-2
sw4379B-ms98-a-0045,255.341625,255.521625,know,I,sd,u-84-2
sw4379B-ms98-a-0045,255.521625,255.621625,and,I,sd,u-84-2
sw4379B-ms98-a-0045,255.621625,255.741625,do,I,sd,u-84-2
sw4379B-ms98-a-0045,255.741625,255.921625,that,I,sd,u-84-2
sw4379B-ms98-a-0045,255.921625,256.111625,kind,I,sd,u-84-2
sw4379B-ms98-a-0045,256.111625,256.181625,of,I,sd,u-84-2
sw4379B-ms98-a-0045,256.181625,256.502875,thing,I,sd,u-84-2
sw4379B-ms98-a-0046,257.095500,257.147875,we,B,sd,u-86-1
sw4379B-ms98-a-0046,257.147875,257.297875,have,I,sd,u-86-1
sw4379B-ms98-a-0046,257.297875,257.357875,a,I,sd,u-86-1
sw4379B-ms98-a-0046,257.357875,257.882125,clothing,I,sd,u-86-1
sw4379B-ms98-a-0046,257.967875,258.273000,um,I,sd,u-86-1
sw4379B-ms98-a-0046,258.491500,259.087875,envelope,I,sd,u-86-1
sw4379B-ms98-a-0046,259.087875,259.317875,for,I,sd,u-86-1
sw4379B-ms98-a-0046,259.317875,259.527875,each,I,sd,u-86-1
sw4379B-ms98-a-0046,259.527875,259.627875,of,I,sd,u-86-1
sw4379B-ms98-a-0046,259.627875,259.687875,the,I,sd,u-86-1
sw4379B-ms98-a-0046,259.687875,260.117875,kids,I,sd,u-86-1
sw4379B-ms98-a-0046,260.117875,260.277875,and,I,sd,u-86-1
sw4379B-ms98-a-0046,260.277875,260.407875,for,I,sd,u-86-1
sw4379B-ms98-a-0046,260.407875,260.957875,myself,I,sd,u-86-1
sw4379B-ms98-a-0046,260.957875,261.047875,and,I,sd,u-86-1
sw4379B-ms98-a-0046,261.047875,261.137875,my,I,sd,u-86-1
sw4379B-ms98-a-0046,261.137875,261.664750,husband,I,sd,u-86-1
sw4379B-ms98-a-0046,262.267875,262.397875,that,I,sd,u-86-1
sw4379B-ms98-a-0046,262.397875,262.507875,we,I,sd,u-86-1
sw4379B-ms98-a-0046,262.507875,262.857875,put,I,sd,u-86-1
sw4379B-ms98-a-0046,262.857875,263.027875,how,I,sd,u-86-1
sw4379B-ms98-a-0046,263.027875,263.387875,much,I,sd,u-86-1
sw4379B-ms98-a-0046,263.387875,263.613500,we,I,sd,u-86-1
sw4379B-ms98-a-0046,264.186000,264.457875,figure,I,sd,u-86-1
sw4379B-ms98-a-0046,264.457875,264.627875,we,I,sd,u-86-1
sw4379B-ms98-a-0046,264.627875,264.837875,need,I,sd,u-86-1
sw4379B-ms98-a-0046,264.837875,265.037875,each,I,sd,u-86-1
sw4379B-ms98-a-0046,265.037875,265.237875,month,I,sd,u-86-1
sw4379B-ms98-a-0046,265.237875,265.407875,on,I,sd,u-86-1
sw4379B-ms98-a-0046,265.407875,265.917875,clothing,I,sd,u-86-1
sw4379B-ms98-a-0047,267.303875,267.421250,it,B,sv,u-88-1
sw4379B-ms98-a-0047,267.421250,267.651250,really,I,sv,u-88-1
sw4379B-ms98-a-0047,267.651250,267.951250,works,I,sv,u-88-1
sw4379B-ms98-a-0047,267.951250,268.151250,out,I,sv,u-88-1
sw4379B-ms98-a-0047,268.151250,268.491250,great,I,sv,u-88-1
sw4379B-ms98-a-0047,268.491250,268.621250,we're,B,sd,u-88-2
sw4379B-ms98-a-0047,268.621250,268.991250,finding,I,sd,u-88-2
sw4379B-ms98-a-0047,268.991250,269.121250,that,I,sd,u-88-2
sw4379B-ms98-a-0047,269.121250,269.221250,we,I,sd,u-88-2
sw4379B-ms98-a-0047,269.221250,269.431250,have,I,sd,u-88-2
sw4379B-ms98-a-0047,269.431250,269.481250,a,I,sd,u-88-2
sw4379B-ms98-a-0047,269.481250,269.751250,lot,I,sd,u-88-2
sw4379B-ms98-a-0047,269.751250,269.901250,more,I,sd,u-88-2
sw4379B-ms98-a-0047,269.901250,270.151250,money,I,sd,u-88-2
sw4379B-ms98-a-0047,270.151250,270.291250,to,I,sd,u-88-2
sw4379B-ms98-a-0047,270.291250,270.611250,spend,I,sd,u-88-2
sw4379B-ms98-a-0047,270.611250,270.731250,on,I,sd,u-88-2
sw4379B-ms98-a-0047,270.731250,270.991250,things,I,sd,u-88-2
sw4379B-ms98-a-0047,270.991250,271.181250,like,I,sd,u-88-2
sw4379B-ms98-a-0047,271.181250,271.471250,that,I,sd,u-88-2
sw4379B-ms98-a-0047,271.961250,272.141250,and,B,%,u-88-3
sw4379B-ms98-a-0047,272.141250,272.411250,we're,I,%,u-88-3
sw4379B-ms98-a-0049,281.536500,281.899750,yes,B,ny,u-90-1
sw4379B-ms98-a-0049,281.899750,282.009750,we,B,sd^e,u-90-2
sw4379B-ms98-a-0049,282.009750,282.159750,have,I,sd^e,u-90-2
sw4379B-ms98-a-0049,282.159750,282.219750,a,I,sd^e,u-90-2
sw4379B-ms98-a-0049,282.219750,282.649750,household,I,sd^e,u-90-2
sw4379B-ms98-a-0049,282.649750,282.959750,budget,I,sd^e,u-90-2
sw4379B-ms98-a-0049,282.959750,283.149750,like,B,sd,u-90-3
sw4379B-ms98-a-0049,283.149750,283.269750,we're,I,sd,u-90-3
sw4379B-ms98-a-0049,283.269750,283.499750,going,I,sd,u-90-3
sw4379B-ms98-a-0049,283.499750,283.619750,to,I,sd,u-90-3
sw4379B-ms98-a-0049,283.619750,283.749750,need,I,sd,u-90-3
sw4379B-ms98-a-0049,283.749750,283.859750,to,I,sd,u-90-3
sw4379B-ms98-a-0049,283.859750,284.171375,buy,I,sd,u-90-3
sw4379B-ms98-a-0049,284.246750,284.399750,a,I,sd,u-90-3
sw4379B-ms98-a-0049,284.399750,284.639750,bed,I,sd,u-90-3
sw4379B-ms98-a-0049,284.639750,284.799750,for,I,sd,u-90-3
sw4379B-ms98-a-0049,284.799750,284.979750,my,I,sd,u-90-3
sw4379B-ms98-a-0049,284.979750,285.319750,daughter,I,sd,u-90-3
sw4379B-ms98-a-0049,285.319750,285.509750,that's,I,sd,u-90-3
sw4379B-ms98-a-0049,285.509750,285.799750,coming,I,sd,u-90-3
sw4379B-ms98-a-0049,285.799750,285.919750,out,I,sd,u-90-3
sw4379B-ms98-a-0049,285.919750,285.989750,of,I,sd,u-90-3
sw4379B-ms98-a-0049,285.989750,286.089750,her,I,sd,u-90-3
sw4379B-ms98-a-0049,286.089750,286.469750,crib,I,sd,u-90-3
sw4379B-ms98-a-0049,286.469750,286.699750,this,I,sd,u-90-3
sw4379B-ms98-a-0049,286.699750,286.967875,year,I,sd,u-90-3
sw4379B-ms98-a-0049,286.967875,287.099750,and,B,sd,u-92-1
sw4379B-ms98-a-0049,287.099750,287.499750,also,I,sd,u-92-1
sw4379B-ms98-a-0049,287.499750,287.739750,we,I,sd,u-92-1
sw4379B-ms98-a-0049,287.739750,287.939750,need,I,sd,u-92-1
sw4379B-ms98-a-0049,287.939750,287.979750,a,I,sd,u-92-1
sw4379B-ms98-a-0049,287.979750,288.129750,new,I,sd,u-92-1
sw4379B-ms98-a-0049,288.129750,288.463000,bed,I,sd,u-92-1
sw4379B-ms98-a-0049,288.997875,289.119750,and,B,sd,u-92-2
sw4379B-ms98-a-0049,289.119750,289.259750,so,I,sd,u-92-2
sw4379B-ms98-a-0049,289.259750,289.409750,we've,I,sd,u-92-2
sw4379B-ms98-a-0049,289.409750,289.619750,got,I,sd,u-92-2
sw4379B-ms98-a-0049,289.619750,289.819750,both,I,sd,u-92-2
sw4379B-ms98-a-0049,289.819750,289.929750,of,I,sd,u-92-2
sw4379B-ms98-a-0049,289.929750,290.109125,those,I,sd,u-92-2
sw4379B-ms98-a-0049,290.176875,290.529750,budgeted,I,sd,u-92-2
sw4379B-ms98-a-0049,290.529750,290.629750,and,B,sd,u-92-3
sw4379B-ms98-a-0049,290.629750,290.729750,we,I,sd,u-92-3
sw4379B-ms98-a-0049,290.729750,290.929750,put,I,sd,u-92-3
sw4379B-ms98-a-0049,290.929750,291.039750,a,I,sd,u-92-3
sw4379B-ms98-a-0049,291.039750,291.289750,certain,I,sd,u-92-3
sw4379B-ms98-a-0049,291.289750,291.589750,amount,I,sd,u-92-3
sw4379B-ms98-a-0049,291.589750,291.659750,in,I,sd,u-92-3
sw4379B-ms98-a-0049,291.659750,291.879750,each,I,sd,u-92-3
sw4379B-ms98-a-0049,291.879750,292.109750,month,I,sd,u-92-3
sw4379B-ms98-a-0049,292.109750,292.289750,and,B,sd,u-92-4
sw4379B-ms98-a-0049,292.449750,292.599750,we,I,sd,u-92-4
sw4379B-ms98-a-0049,292.599750,292.819750,know,I,sd,u-92-4
sw4379B-ms98-a-0049,292.819750,293.139750,which,I,sd,u-92-4
sw4379B-ms98-a-0049,293.139750,293.389750,month,I,sd,u-92-4
sw4379B-ms98-a-0049,293.389750,293.548750,we'll,I,sd,u-92-4
sw4379B-ms98-a-0049,293.548750,293.665500,have,I,sd,u-92-4
sw4379B-ms98-a-0049,293.665500,293.950375,enough,I,sd,u-92-4
sw4379B-ms98-a-0049,294.006875,294.219750,saved,I,sd,u-92-4
sw4379B-ms98-a-0049,294.219750,294.309750,to,I,sd,u-92-4
sw4379B-ms98-a-0049,294.309750,294.459750,go,I,sd,u-92-4
sw4379B-ms98-a-0049,294.459750,294.729750,buy,I,sd,u-92-4
sw4379B-ms98-a-0049,294.729750,294.999750,those,I,sd,u-92-4
sw4379B-ms98-a-0050,295.861000,296.080250,and,B,sd,u-94-1
sw4379B-ms98-a-0050,296.080250,296.236250,if,I,sd,u-94-1
sw4379B-ms98-a-0050,296.236250,296.336250,we,I,sd,u-94-1
sw4379B-ms98-a-0050,296.336250,296.666250,find,I,sd,u-94-1
sw4379B-ms98-a-0050,296.666250,296.766250,one,I,sd,u-94-1
sw4379B-ms98-a-0050,296.766250,296.926250,on,I,sd,u-94-1
sw4379B-ms98-a-0050,296.926250,297.146250,sale,I,sd,u-94-1
sw4379B-ms98-a-0050,297.146250,297.506250,before,I,sd,u-94-1
sw4379B-ms98-a-0050,297.506250,297.716250,then,I,sd,u-94-1
sw4379B-ms98-a-0050,297.716250,297.876250,then,I,sd,u-94-1
sw4379B-ms98-a-0050,297.876250,297.976250,we,I,sd,u-94-1
sw4379B-ms98-a-0050,297.976250,298.136250,can,I,sd,u-94-1
sw4379B-ms98-a-0050,298.136250,298.336250,just,I,sd,u-94-1
sw4379B-ms98-a-0050,298.336250,298.556250,take,I,sd,u-94-1
sw4379B-ms98-a-0050,298.556250,298.736250,that,I,sd,u-94-1
sw4379B-ms98-a-0050,298.736250,298.846250,and,I,sd,u-94-1
sw4379B-ms98-a-0050,298.846250,299.056250,put,I,sd,u-94-1
sw4379B-ms98-a-0050,299.056250,299.226250,it,I,sd,u-94-1
sw4379B-ms98-a-0050,299.226250,299.995750,towards,I,sd,u-94-1
sw4379B-ms98-a-0050,300.332875,300.386000,the,O,,
